file_list,flags,temporal_coordinates,spatial_coordinates,metadata
"[""SNAP-153113-0215.jpg""]",1,[],"[3,1195.253,53.198,6.791]",{}
"[""SNAP-153128-0216.jpg""]",1,[],"[3,12.451,362.198,9.604]",{}
"[""SNAP-153128-0216.jpg""]",1,[],"[3,1102.44,133.56,8.621]",{}
"[""SNAP-153128-0216.jpg""]",1,[],"[3,964.351,534.242,7.593]",{}
"[""SNAP-153128-0216.jpg""]",1,[],"[3,836.451,939.451,11.318]",{}
"[""SNAP-153137-0217.jpg""]",1,[],"[3,186.758,123.374,11.205]",{}
"[""SNAP-153137-0217.jpg""]",1,[],"[3,232.033,40.747,6.885]",{}
"[""SNAP-153137-0217.jpg""]",1,[],"[3,496.89,173.176,8.84]",{}
"[""SNAP-153137-0217.jpg""]",1,[],"[3,716.473,168.648,8.162]",{}
"[""SNAP-153137-0217.jpg""]",1,[],"[3,470.857,809.286,10.678]",{}
"[""SNAP-153137-0217.jpg""]",1,[],"[3,1028.868,826.264,10.25]",{}
"[""SNAP-153137-0217.jpg""]",1,[],"[3,1056.033,886.253,6.6]",{}
"[""SNAP-153137-0217.jpg""]",1,[],"[3,421.055,677.989,6.402]",{}
"[""SNAP-153147-0218.jpg""]",1,[],"[3,1147.714,830.791,7.593]",{}
"[""SNAP-153147-0218.jpg""]",1,[],"[3,1209.967,217.319,7.248]",{}
"[""SNAP-153147-0218.jpg""]",1,[],"[3,1222.418,47.538,9.333]",{}
"[""SNAP-153157-0219.jpg""]",1,[],"[3,795.703,225.242,10.678]",{}
"[""SNAP-153157-0219.jpg""]",1,[],"[3,579.516,262.593,10.124]",{}
"[""SNAP-153157-0219.jpg""]",1,[],"[3,91.681,887.385,6.403]",{}
"[""SNAP-153206-0220.jpg""]",1,[],"[3,201.473,153.934,12.243]",{}
"[""SNAP-153206-0220.jpg""]",1,[],"[3,556.879,318.055,11.205]",{}
"[""SNAP-153206-0220.jpg""]",1,[],"[3,933.791,492.363,9.671]",{}
"[""SNAP-153206-0220.jpg""]",1,[],"[3,1086.593,633.846,13.677]",{}
"[""SNAP-153217-0221.jpg""]",1,[],"[3,274.027,888.188,9.831]",{}
"[""SNAP-153217-0221.jpg""]",1,[],"[3,107.692,407.308,9.538]",{}
"[""SNAP-153217-0221.jpg""]",1,[],"[3,729.317,279.358,10.716]",{}
"[""SNAP-153217-0221.jpg""]",1,[],"[3,866.863,232.443,7.54]",{}
"[""SNAP-153217-0221.jpg""]",1,[],"[3,906.315,469.151,11.921]",{}
"[""SNAP-153231-0222.jpg""]",1,[],"[3,210.052,361.46,15.154]",{}
"[""SNAP-153231-0222.jpg""]",1,[],"[3,528.861,464.886,13.361]",{}
"[""SNAP-153231-0222.jpg""]",1,[],"[3,558.716,203.654,10.979]",{}
"[""SNAP-153231-0222.jpg""]",1,[],"[3,1074.783,200.455,15.267]",{}
"[""SNAP-153231-0222.jpg""]",1,[],"[3,1085.445,478.747,8.597]",{}
"[""SNAP-153231-0222.jpg""]",1,[],"[3,1082.246,79.969,7.689]",{}
"[""SNAP-153231-0222.jpg""]",1,[],"[3,568.313,504.337,7.153]",{}
"[""SNAP-153231-0222.jpg""]",1,[],"[3,916.977,703.727,8.596]",{}
"[""SNAP-153231-0222.jpg""]",1,[],"[3,806.087,774.099,7.689]",{}
"[""SNAP-153231-0222.jpg""]",1,[],"[3,995.88,845.538,6.218]",{}
"[""SNAP-153231-0222.jpg""]",1,[],"[3,1197.402,725.052,6.827]",{}
"[""SNAP-153248-0223.jpg""]",1,[],"[3,309.213,173.799,8.121]",{}
"[""SNAP-153248-0223.jpg""]",1,[],"[3,905.248,232.443,15.994]",{}
"[""SNAP-153248-0223.jpg""]",1,[],"[3,526.729,782.629,6.743]",{}
"[""SNAP-153248-0223.jpg""]",1,[],"[3,1063.054,964.959,6.827]",{}
"[""SNAP-153302-0224.jpg""]",1,[],"[3,182.329,587.505,10.663]",{}
"[""SNAP-153302-0224.jpg""]",1,[],"[3,12.795,903.116,16.859]",{}
"[""SNAP-153302-0224.jpg""]",1,[],"[3,913.778,383.851,12.158]",{}
"[""SNAP-153302-0224.jpg""]",1,[],"[3,1075.849,79.969,12.48]",{}
"[""SNAP-153302-0224.jpg""]",1,[],"[3,854.068,356.128,9.173]",{}
"[""SNAP-153315-0225.jpg""]",1,[],"[3,306.014,99.161,7.541]",{}
"[""SNAP-153315-0225.jpg""]",1,[],"[3,159.938,141.812,9.047]",{}
"[""SNAP-153315-0225.jpg""]",1,[],"[3,249.503,373.188,10.978]",{}
"[""SNAP-153315-0225.jpg""]",1,[],"[3,376.387,903.116,10.059]",{}
"[""SNAP-153315-0225.jpg""]",1,[],"[3,145.01,961.76,9.173]",{}
"[""SNAP-153324-0226.jpg""]",1,[],"[3,102.36,204.72,12.48]",{}
"[""SNAP-153324-0226.jpg""]",1,[],"[3,745.311,212.184,8.596]",{}
"[""SNAP-153324-0226.jpg""]",1,[],"[3,984.151,640.818,18.984]",{}
"[""SNAP-153324-0226.jpg""]",1,[],"[3,811.418,884.99,8.327]",{}
"[""SNAP-153334-0227.jpg""]",1,[],"[3,767.702,203.654,10.978]",{}
"[""SNAP-153334-0227.jpg""]",1,[],"[3,1051.325,508.602,6.032]",{}
"[""SNAP-153334-0227.jpg""]",1,[],"[3,492.609,192.992,9.537]",{}
"[""SNAP-153413-0228.jpg""]",1,[],"[3,841.273,295.352,9.83]",{}
"[""SNAP-153413-0228.jpg""]",1,[],"[3,902.05,68.24,9.83]",{}
"[""SNAP-153413-0228.jpg""]",1,[],"[3,1117.433,345.466,10.059]",{}
"[""SNAP-153413-0228.jpg""]",1,[],"[3,248.437,592.836,9.172]",{}
"[""SNAP-153413-0228.jpg""]",1,[],"[3,20.259,760.238,6.827]",{}
"[""SNAP-153413-0228.jpg""]",1,[],"[3,252.702,520.331,8.121]",{}
"[""SNAP-153429-0229.jpg""]",1,[],"[3,909.513,55.445,17.357]",{}
"[""SNAP-153429-0229.jpg""]",1,[],"[3,448.892,307.081,7.688]",{}
"[""SNAP-153429-0229.jpg""]",1,[],"[3,249.503,701.594,9.83]",{}
"[""SNAP-153429-0229.jpg""]",1,[],"[3,1008.675,939.369,14.851]",{}
"[""SNAP-153459-0230.jpg""]",1,[],"[3,812.484,667.474,13.016]",{}
"[""SNAP-153459-0230.jpg""]",1,[],"[3,116.222,349.731,11.483]",{}
"[""SNAP-153459-0230.jpg""]",1,[],"[3,778.364,27.723,9.83]",{}
"[""SNAP-153509-0231.jpg""]",1,[],"[3,1157.95,545.921,13.016]",{}
"[""SNAP-153509-0231.jpg""]",1,[],"[3,470.217,147.143,10.556]",{}
"[""SNAP-153509-0231.jpg""]",1,[],"[3,238.841,524.597,6.032]",{}
"[""SNAP-153509-0231.jpg""]",1,[],"[3,487.277,922.308,7.689]",{}
"[""SNAP-153525-0232.jpg""]",1,[],"[3,385.983,809.286,10.555]",{}
"[""SNAP-153525-0232.jpg""]",1,[],"[3,1220.859,890.321,10.059]",{}
"[""SNAP-153525-0232.jpg""]",1,[],"[3,674.938,146.077,6.827]",{}
"[""SNAP-153525-0232.jpg""]",1,[],"[3,647.215,31.988,9.11]",{}
"[""SNAP-153525-0232.jpg""]",1,[],"[3,295.352,299.617,5.742]",{}
"[""SNAP-153525-0232.jpg""]",1,[],"[3,213.251,134.348,8.12]",{}
"[""SNAP-153534-0233.jpg""]",1,[],"[3,60.776,184.462,13.862]",{}
"[""SNAP-153534-0233.jpg""]",1,[],"[3,66.108,517.133,15.85]",{}
"[""SNAP-153534-0233.jpg""]",1,[],"[3,201.522,480.88,4.523]",{}
"[""SNAP-153534-0233.jpg""]",1,[],"[3,764.503,311.346,6.032]",{}
"[""SNAP-153543-0234.jpg""]",1,[],"[3,263.364,476.615,12.434]",{}
"[""SNAP-153543-0234.jpg""]",1,[],"[3,491.542,441.429,8.597]",{}
"[""SNAP-153543-0234.jpg""]",1,[],"[3,824.213,424.369,8.328]",{}
"[""SNAP-153543-0234.jpg""]",1,[],"[3,1136.625,536.325,8.121]",{}
"[""SNAP-153543-0234.jpg""]",1,[],"[3,477.681,105.559,6.827]",{}
"[""SNAP-153543-0234.jpg""]",1,[],"[3,10.663,703.727,7.688]",{}
"[""SNAP-153543-0234.jpg""]",1,[],"[3,512.867,443.561,5.331]",{}
"[""SNAP-153611-0235.jpg""]",1,[],"[3,1176.077,25.59,19.074]",{}
"[""SNAP-153611-0235.jpg""]",1,[],"[3,30.921,420.104,12.157]",{}
"[""SNAP-153611-0235.jpg""]",1,[],"[3,118.354,911.645,11.921]",{}
"[""SNAP-153611-0235.jpg""]",1,[],"[3,312.412,744.244,8.329]",{}
"[""SNAP-153611-0235.jpg""]",1,[],"[3,658.944,870.062,8.328]",{}
"[""SNAP-153611-0235.jpg""]",1,[],"[3,1031.066,920.176,10.978]",{}
"[""SNAP-153625-0236.jpg""]",1,[],"[3,79.969,838.075,9.655]",{}
"[""SNAP-153625-0236.jpg""]",1,[],"[3,750.642,105.559,12.839]",{}
"[""SNAP-153625-0236.jpg""]",1,[],"[3,394.513,72.505,10.059]",{}
"[""SNAP-153625-0236.jpg""]",1,[],"[3,712.257,300.683,9.831]",{}
"[""SNAP-153625-0236.jpg""]",1,[],"[3,1058.789,472.35,14.813]",{}
"[""SNAP-153625-0236.jpg""]",1,[],"[3,1015.072,451.025,9.11]",{}
"[""SNAP-153625-0236.jpg""]",1,[],"[3,1156.884,752.774,14.305]",{}
"[""SNAP-153625-0236.jpg""]",1,[],"[3,1231.522,800.756,8.119]",{}
"[""SNAP-153625-0236.jpg""]",1,[],"[3,1234.72,6.398,11.484]",{}
"[""SNAP-153639-0237.jpg""]",1,[],"[3,568.313,601.366,15.378]",{}
"[""SNAP-153639-0237.jpg""]",1,[],"[3,972.422,632.288,8.328]",{}
"[""SNAP-153639-0237.jpg""]",1,[],"[3,372.122,458.489,6.217]",{}
"[""SNAP-153639-0237.jpg""]",1,[],"[3,1127.029,139.679,9.11]",{}
"[""SNAP-153639-0237.jpg""]",1,[],"[3,1230.455,61.843,8.596]",{}
"[""SNAP-153650-0238.jpg""]",1,[],"[3,538.458,204.72,9.83]",{}
"[""SNAP-153650-0238.jpg""]",1,[],"[3,1186.739,155.673,7.688]",{}
"[""SNAP-153650-0238.jpg""]",1,[],"[3,1236.853,28.789,7.539]",{}
"[""SNAP-153702-0239.jpg""]",1,[],"[3,903.116,324.141,11.335]",{}
"[""SNAP-153702-0239.jpg""]",1,[],"[3,807.153,73.571,10.116]",{}
"[""SNAP-153702-0239.jpg""]",1,[],"[3,926.573,24.524,12.795]",{}
"[""SNAP-153702-0239.jpg""]",1,[],"[3,358.261,459.555,6.827]",{}
"[""SNAP-153702-0239.jpg""]",1,[],"[3,416.905,396.646,5.331]",{}
"[""SNAP-153702-0239.jpg""]",1,[],"[3,1080.114,944.7,7.688]",{}
"[""SNAP-153713-0240.jpg""]",1,[],"[3,151.408,127.95,11.335]",{}
"[""SNAP-153713-0240.jpg""]",1,[],"[3,602.433,205.787,5.742]",{}
"[""SNAP-153713-0240.jpg""]",1,[],"[3,444.627,583.24,8.597]",{}
"[""SNAP-153713-0240.jpg""]",1,[],"[3,207.919,867.93,13.572]",{}
"[""SNAP-153713-0240.jpg""]",1,[],"[3,662.143,857.267,6.217]",{}
"[""SNAP-153713-0240.jpg""]",1,[],"[3,479.814,577.909,6.032]",{}
"[""SNAP-153713-0240.jpg""]",1,[],"[3,500.072,507.536,4.524]",{}
"[""SNAP-153713-0240.jpg""]",1,[],"[3,1010.807,60.776,5.743]",{}
"[""SNAP-153725-0241.jpg""]",1,[],"[3,887.122,31.988,15.378]",{}
"[""SNAP-153725-0241.jpg""]",1,[],"[3,853.002,464.886,6.486]",{}
"[""SNAP-153725-0241.jpg""]",1,[],"[3,1236.853,582.174,8.327]",{}
"[""SNAP-153725-0241.jpg""]",1,[],"[3,624.824,701.594,10.977]",{}
"[""SNAP-153738-0242.jpg""]",1,[],"[3,667.474,63.975,15.08]",{}
"[""SNAP-153738-0242.jpg""]",1,[],"[3,1204.865,68.24,17.488]",{}
"[""SNAP-153738-0242.jpg""]",1,[],"[3,674.938,272.961,11.92]",{}
"[""SNAP-153738-0242.jpg""]",1,[],"[3,930.839,950.031,5.331]",{}
"[""SNAP-153738-0242.jpg""]",1,[],"[3,713.323,881.791,5.331]",{}
"[""SNAP-153750-0243.jpg""]",1,[],"[3,509.669,399.845,13.014]",{}
"[""SNAP-153750-0243.jpg""]",1,[],"[3,411.573,262.298,9.048]",{}
"[""SNAP-153750-0243.jpg""]",1,[],"[3,295.352,33.054,7.539]",{}
"[""SNAP-153750-0243.jpg""]",1,[],"[3,291.087,410.507,9.172]",{}
"[""SNAP-153750-0243.jpg""]",1,[],"[3,1161.149,41.584,10.977]",{}
"[""SNAP-153750-0243.jpg""]",1,[],"[3,876.46,718.654,11.335]",{}
"[""SNAP-153750-0243.jpg""]",1,[],"[3,1182.474,703.727,7.539]",{}
"[""SNAP-153750-0243.jpg""]",1,[],"[3,1264.576,988.416,8.12]",{}
"[""SNAP-153802-0244.jpg""]",1,[],"[3,1165.414,179.13,17.193]",{}
"[""SNAP-153802-0244.jpg""]",1,[],"[3,1064.121,60.776,8.792]",{}
"[""SNAP-153802-0244.jpg""]",1,[],"[3,1101.439,971.356,8.121]",{}
"[""SNAP-153816-0245.jpg""]",1,[],"[3,1072.65,230.311,12.157]",{}
"[""SNAP-153816-0245.jpg""]",1,[],"[3,1150.487,17.06,12.884]",{}
"[""SNAP-153816-0245.jpg""]",1,[],"[3,967.091,326.273,11.533]",{}
"[""SNAP-153816-0245.jpg""]",1,[],"[3,322.008,67.174,6.032]",{}
"[""SNAP-153816-0245.jpg""]",1,[],"[3,408.375,413.706,7.152]",{}
"[""SNAP-153816-0245.jpg""]",1,[],"[3,142.878,510.735,5.331]",{}
"[""SNAP-153816-0245.jpg""]",1,[],"[3,269.762,945.766,10.501]",{}
"[""SNAP-153816-0245.jpg""]",1,[],"[3,363.592,883.923,7.54]",{}
"[""SNAP-153830-0246.jpg""]",1,[],"[3,686.667,70.373,10.662]",{}
"[""SNAP-153830-0246.jpg""]",1,[],"[3,550.186,593.903,10.663]",{}
"[""SNAP-153830-0246.jpg""]",1,[],"[3,560.849,789.027,13.654]",{}
"[""SNAP-153830-0246.jpg""]",1,[],"[3,914.845,879.658,8.328]",{}
"[""SNAP-153839-0247.jpg""]",1,[],"[3,1025.735,53.313,13.655]",{}
"[""SNAP-153851-0248.jpg""]",1,[],"[3,288.954,46.915,12.435]",{}
"[""SNAP-153851-0248.jpg""]",1,[],"[3,648.282,111.957,6.827]",{}
"[""SNAP-153851-0248.jpg""]",1,[],"[3,1096.108,219.648,6.827]",{}
"[""SNAP-153851-0248.jpg""]",1,[],"[3,167.402,392.381,9.172]",{}
"[""SNAP-153851-0248.jpg""]",1,[],"[3,385.983,667.474,5.331]",{}
"[""SNAP-153904-0249.jpg""]",1,[],"[3,904.182,113.023,15.378]",{}
"[""SNAP-153904-0249.jpg""]",1,[],"[3,983.085,89.565,9.831]",{}
"[""SNAP-153904-0249.jpg""]",1,[],"[3,585.373,405.176,12.063]",{}
"[""SNAP-153904-0249.jpg""]",1,[],"[3,827.412,464.886,11.335]",{}
"[""SNAP-153904-0249.jpg""]",1,[],"[3,679.203,753.841,13.654]",{}
"[""SNAP-153904-0249.jpg""]",1,[],"[3,269.762,759.172,6.743]",{}
"[""SNAP-153923-0250.jpg""]",1,[],"[3,304.948,366.791,16.276]",{}
"[""SNAP-153923-0250.jpg""]",1,[],"[3,333.737,591.77,9.172]",{}
"[""SNAP-153923-0250.jpg""]",1,[],"[3,658.944,307.081,8.597]",{}
"[""SNAP-153923-0250.jpg""]",1,[],"[3,821.014,843.406,6.743]",{}
"[""SNAP-153923-0250.jpg""]",1,[],"[3,686.667,135.414,5.331]",{}
"[""SNAP-153942-0251.jpg""]",1,[],"[3,440.362,374.255,10.978]",{}
"[""SNAP-153942-0251.jpg""]",1,[],"[3,344.4,176.998,9.047]",{}
"[""SNAP-153942-0251.jpg""]",1,[],"[3,208.986,958.561,24.173]",{}
"[""SNAP-153942-0251.jpg""]",1,[],"[3,1023.602,221.781,17.746]",{}
"[""SNAP-153942-0251.jpg""]",1,[],"[3,979.886,556.584,8.327]",{}
"[""SNAP-153942-0251.jpg""]",1,[],"[3,1060.921,97.029,5.331]",{}
"[""SNAP-153942-0251.jpg""]",1,[],"[3,638.685,51.18,5.331]",{}
"[""SNAP-154002-0252.jpg""]",1,[],"[3,571.511,447.826,11.922]",{}
"[""SNAP-154002-0252.jpg""]",1,[],"[3,253.768,276.159,12.158]",{}
"[""SNAP-154002-0252.jpg""]",1,[],"[3,70.373,323.074,12.157]",{}
"[""SNAP-154002-0252.jpg""]",1,[],"[3,1090.776,197.257,15.155]",{}
"[""SNAP-154002-0252.jpg""]",1,[],"[3,1224.058,214.317,6.827]",{}
"[""SNAP-154002-0252.jpg""]",1,[],"[3,637.619,189.793,6.827]",{}
"[""SNAP-154002-0252.jpg""]",1,[],"[3,419.037,474.482,4.524]",{}
"[""SNAP-154125-0253.jpg""]",1,[],"[3,470.217,312.412,11.777]",{}
"[""SNAP-154125-0253.jpg""]",1,[],"[3,215.383,226.046,12.434]",{}
"[""SNAP-154125-0253.jpg""]",1,[],"[3,748.509,490.476,6.217]",{}
"[""SNAP-154147-0254.jpg""]",1,[],"[3,433.965,34.12,16.241]",{}
"[""SNAP-154147-0254.jpg""]",1,[],"[3,815.683,825.28,21.325]",{}
"[""SNAP-154147-0254.jpg""]",1,[],"[3,837.008,330.538,8.53]",{}
"[""SNAP-154147-0254.jpg""]",1,[],"[3,600.3,715.455,9.831]",{}
"[""SNAP-154147-0254.jpg""]",1,[],"[3,1134.493,759.172,13.654]",{}
"[""SNAP-154147-0254.jpg""]",1,[],"[3,748.509,870.062,17.193]",{}
"[""SNAP-154147-0254.jpg""]",1,[],"[3,1199.534,937.236,7.539]",{}
"[""SNAP-154147-0254.jpg""]",1,[],"[3,735.714,899.917,6.218]",{}
"[""SNAP-154202-0255.jpg""]",1,[],"[3,82.101,59.71,13.572]",{}
"[""SNAP-154202-0255.jpg""]",1,[],"[3,1196.335,268.696,13.902]",{}
"[""SNAP-154202-0255.jpg""]",1,[],"[3,1037.464,806.087,9.172]",{}
"[""SNAP-154202-0255.jpg""]",1,[],"[3,1281.636,874.327,10.662]",{}
"[""SNAP-154213-0256.jpg""]",1,[],"[3,1033.199,54.379,10.501]",{}
"[""SNAP-154213-0256.jpg""]",1,[],"[3,733.582,546.988,9.047]",{}
"[""SNAP-154213-0256.jpg""]",1,[],"[3,126.884,380.652,15.154]",{}
"[""SNAP-154213-0256.jpg""]",1,[],"[3,499.006,796.491,17.745]",{}
"[""SNAP-154213-0256.jpg""]",1,[],"[3,679.203,634.42,5.742]",{}
"[""SNAP-154231-0257.jpg""]",1,[],"[3,712.257,178.064,11.533]",{}
"[""SNAP-154231-0257.jpg""]",1,[],"[3,998.012,119.42,14.305]",{}
"[""SNAP-154231-0257.jpg""]",1,[],"[3,191.925,302.816,7.54]",{}
"[""SNAP-154231-0257.jpg""]",1,[],"[3,1243.251,495.807,9.537]",{}
"[""SNAP-154231-0257.jpg""]",1,[],"[3,114.089,886.056,7.153]",{}
"[""SNAP-154231-0257.jpg""]",1,[],"[3,86.366,962.826,10.556]",{}
"[""SNAP-154246-0258.jpg""]",1,[],"[3,36.253,178.064,14.225]",{}
"[""SNAP-154246-0258.jpg""]",1,[],"[3,109.824,323.075,9.83]",{}
"[""SNAP-154246-0258.jpg""]",1,[],"[3,998.012,516.066,17.193]",{}
"[""SNAP-154246-0258.jpg""]",1,[],"[3,943.634,543.789,9.537]",{}
"[""SNAP-154246-0258.jpg""]",1,[],"[3,900.983,471.284,6.743]",{}
"[""SNAP-154246-0258.jpg""]",1,[],"[3,971.356,474.482,5.743]",{}
"[""SNAP-154246-0258.jpg""]",1,[],"[3,559.783,729.317,8.597]",{}
"[""SNAP-154246-0258.jpg""]",1,[],"[3,1216.594,922.308,9.538]",{}
"[""SNAP-154300-0259.jpg""]",1,[],"[3,308.147,66.108,15.079]",{}
"[""SNAP-154300-0259.jpg""]",1,[],"[3,76.77,266.563,10.059]",{}
"[""SNAP-154300-0259.jpg""]",1,[],"[3,898.851,236.708,12.157]",{}
"[""SNAP-154300-0259.jpg""]",1,[],"[3,516.066,522.464,10.663]",{}
"[""SNAP-154300-0259.jpg""]",1,[],"[3,535.259,872.195,17.225]",{}
"[""SNAP-154300-0259.jpg""]",1,[],"[3,662.143,834.876,16.859]",{}
"[""SNAP-154300-0259.jpg""]",1,[],"[3,1067.319,443.561,10.556]",{}
"[""SNAP-154300-0259.jpg""]",1,[],"[3,1175.01,683.468,10.978]",{}
"[""SNAP-154320-0260.jpg""]",1,[],"[3,706.286,49.802,12.906]",{}
"[""SNAP-154320-0260.jpg""]",1,[],"[3,453.879,158.462,12.032]",{}
"[""SNAP-154320-0260.jpg""]",1,[],"[3,28.297,456.143,14.182]",{}
"[""SNAP-154332-0261.jpg""]",1,[],"[3,679.121,38.484,12.905]",{}
"[""SNAP-154332-0261.jpg""]",1,[],"[3,744.769,779.857,18.426]",{}
"[""SNAP-154332-0261.jpg""]",1,[],"[3,939.451,800.231,15.227]",{}
"[""SNAP-154332-0261.jpg""]",1,[],"[3,1186.198,348.615,11.543]",{}
"[""SNAP-154350-0262.jpg""]",1,[],"[3,1203.176,76.967,8.62]",{}
"[""SNAP-154350-0262.jpg""]",1,[],"[3,799.099,204.868,7.247]",{}
"[""SNAP-154350-0262.jpg""]",1,[],"[3,949.637,453.879,10.124]",{}
"[""SNAP-154359-0263.jpg""]",1,[],"[3,1032.264,233.165,14.714]",{}
"[""SNAP-154359-0263.jpg""]",1,[],"[3,845.505,55.462,11.653]",{}
"[""SNAP-154359-0263.jpg""]",1,[],"[3,688.176,442.56,16.087]",{}
"[""SNAP-154359-0263.jpg""]",1,[],"[3,289.758,910.022,16.324]",{}
"[""SNAP-154359-0263.jpg""]",1,[],"[3,1246.187,374.648,8.62]",{}
"[""SNAP-154359-0263.jpg""]",1,[],"[3,522.923,350.879,12.905]",{}
"[""SNAP-154947-0265.jpg""]",1,[],"[3,380.308,162.989,7.158]",{}
"[""SNAP-160120-0268.jpg""]",1,[],"[3,711.945,340.692,11.319]",{}
"[""SNAP-160151-0269.jpg""]",1,[],"[3,743.637,374.648,11.205]",{}
"[""SNAP-161127-0270.jpg""]",1,[],"[3,300.372,453.754,9.101]",{}
"[""SNAP-161216-0271.jpg""]",1,[],"[3,1061.954,318.48,7.681]",{}
"[""SNAP-161243-0272.jpg""]",1,[],"[3,903.247,649.741,7.681]",{}
"[""SNAP-161600-0273.jpg""]",1,[],"[3,644.416,776.494,6.025]",{}
"[""SNAP-161600-0273.jpg""]",1,[],"[3,810.579,622.048,5.43]",{}
"[""SNAP-161600-0273.jpg""]",1,[],"[3,903.247,183.206,5.736]",{}
"[""SNAP-161624-0274.jpg""]",1,[],"[3,1041.717,382.389,5.736]",{}
"[""SNAP-161624-0274.jpg""]",1,[],"[3,950.114,289.721,4.763]",{}
"[""SNAP-161624-0274.jpg""]",1,[],"[3,967.156,626.308,4.392]",{}
"[""SNAP-162413-0275.jpg""]",1,[],"[3,1202.554,234.333,8.112]",{}
"[""SNAP-162423-0276.jpg""]",1,[],"[3,981.003,250.31,7.146]",{}
"[""SNAP-162455-0277.jpg""]",1,[],"[3,496.36,528.314,7.681]",{}
"[""SNAP-162517-0278.jpg""]",1,[],"[3,303.568,143.795,8.587]",{}
"[""SNAP-162517-0278.jpg""]",1,[],"[3,248.18,676.37,8.319]",{}
"[""SNAP-162529-0279.jpg""]",1,[],"[3,989.524,879.814,7.146]",{}
"[""SNAP-162540-0280.jpg""]",1,[],"[3,955.44,89.473,7.144]",{}
"[""SNAP-162548-0281.jpg""]",1,[],"[3,636.96,191.727,8.587]",{}
"[""SNAP-162548-0281.jpg""]",1,[],"[3,363.216,194.922,10.652]",{}
"[""SNAP-162557-0282.jpg""]",1,[],"[3,153.382,420.734,8.319]",{}
"[""SNAP-162557-0282.jpg""]",1,[],"[3,517.663,363.216,6.211]",{}
"[""SNAP-162638-0283.jpg""]",1,[],"[3,137.404,771.169,8.112]",{}
"[""SNAP-162658-0284.jpg""]",1,[],"[3,438.842,708.325,11.12]",{}
"[""SNAP-162717-0285.jpg""]",1,[],"[3,798.862,288.656,9.163]",{}
"[""SNAP-162724-0286.jpg""]",1,[],"[3,779.69,213.03,12.871]",{}
"[""SNAP-162724-0286.jpg""]",1,[],"[3,803.123,737.084,6.737]",{}
"[""SNAP-162743-0287.jpg""]",1,[],"[3,891.531,121.427,10.966]",{}
"[""SNAP-162743-0287.jpg""]",1,[],"[3,1232.378,713.65,11.522]",{}
"[""SNAP-162743-0287.jpg""]",1,[],"[3,46.867,770.103,6.82]",{}
"[""SNAP-162756-0288.jpg""]",1,[],"[3,836.143,152.316,8.112]",{}
"[""SNAP-162756-0288.jpg""]",1,[],"[3,251.375,118.232,9.82]",{}
"[""SNAP-162756-0288.jpg""]",1,[],"[3,1113.082,491.034,7.145]",{}
"[""SNAP-162808-0289.jpg""]",1,[],"[3,1032.13,432.451,14.798]",{}
"[""SNAP-162808-0289.jpg""]",1,[],"[3,429.255,232.203,7.531]",{}
"[""SNAP-162817-0290.jpg""]",1,[],"[3,244.984,208.769,11.522]",{}
"[""SNAP-162828-0291.jpg""]",1,[],"[3,683.826,317.415,11.323]",{}
"[""SNAP-162828-0291.jpg""]",1,[],"[3,38.345,138.469,9.164]",{}
"[""SNAP-162835-0292.jpg""]",1,[],"[3,896.856,92.668,9.527]",{}
"[""SNAP-162908-0293.jpg""]",1,[],"[3,1039.586,252.441,9.645]",{}
"[""SNAP-162908-0293.jpg""]",1,[],"[3,870.228,268.418,9.162]",{}
"[""SNAP-162908-0293.jpg""]",1,[],"[3,143.795,619.917,8.112]",{}
"[""SNAP-162951-0294.jpg""]",1,[],"[3,456.949,176.815,8.319]",{}
"[""SNAP-163019-0295.jpg""]",1,[],"[3,743.475,433.516,24.336]",{}
"[""SNAP-163019-0295.jpg""]",1,[],"[3,757.322,480.383,13.887]",{}
"[""SNAP-163019-0295.jpg""]",1,[],"[3,749.866,524.054,8.587]",{}
"[""SNAP-163112-0296.jpg""]",1,[],"[3,300.372,466.536,13.346]",{}
"[""SNAP-163112-0296.jpg""]",1,[],"[3,1143.971,352.565,12.421]",{}
"[""SNAP-163400-0297.jpg""]",1,[],"[3,17.042,404.757,17.728]",{}
"[""SNAP-163418-0298.jpg""]",1,[],"[3,573.051,132.079,17.175]",{}
"[""SNAP-163418-0298.jpg""]",1,[],"[3,363.216,565.595,11.521]",{}
"[""SNAP-163418-0298.jpg""]",1,[],"[3,856.381,667.849,9.82]",{}
"[""SNAP-163447-0299.jpg""]",1,[],"[3,1269.659,210.9,11.471]",{}
"[""SNAP-163512-0300.jpg""]",1,[],"[3,1206.815,276.939,13.001]",{}
"[""SNAP-163512-0300.jpg""]",1,[],"[3,1186.577,318.48,6.211]",{}
"[""SNAP-163512-0300.jpg""]",1,[],"[3,1189.772,263.092,7.146]",{}
"[""SNAP-163521-0301.jpg""]",1,[],"[3,394.105,259.897,11.12]",{}
"[""SNAP-163623-0302.jpg""]",1,[],"[3,1176.991,207.704,13.002]",{}
"[""SNAP-163728-0303.jpg""]",1,[],"[3,630.569,108.645,9.163]",{}
"[""SNAP-163803-0304.jpg""]",1,[],"[3,700.869,460.145,8.112]",{}
"[""SNAP-163815-0305.jpg""]",1,[],"[3,724.302,453.754,13.64]",{}
"[""SNAP-163848-0306.jpg""]",1,[],"[3,290.786,151.251,10.105]",{}
